category_code,section,diagram,group_code,group_name,oem_number,quantity,production_period,applies_for_models,notes,engine_tokens,interchange_signal,confidence_gate,required_verification
093,Engine Electrical,STARTER,23334,INTERNAL GEAR ASSEMBLY-STARTER,23334AA030,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23319,"SLEEVE BEARING-FRONT,STARTER",23319AA000,01,02.1997 - 11.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23328,SHAFT ASSEMBLY-STARTER,23328AA070,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23312,OVER RUNNING CLUTCH COMPLETE-STARTER,23312AA051,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23310,ARMATURE ASSEMBLY-STARTER,23310AA080,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23318,HOUSING ASSEMBLY-STARTER,23318AA130,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23337,COVER ASSEMBLY-STARTER,23337AA070,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23465,"STOPPER SET-PINION,STARTER",23465AA000,01,02.1997 - 11.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23320,RADIAL BALL BEARING-STARTER,23320AA000,01,02.1997 - 11.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23330,CONNECTOR-BRUSH HOLDER ASSEMBLY,23330AA000,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23383,PACKING-STARTER,23383AA010,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23326,"BALL-SHIFT LEVER,STARTER",23326AA000,01,02.1997 - 11.1998,,EJ18E +2W.EJ20E +EJ20E.A/S +EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
093,Engine Electrical,STARTER,23386,BRUSH SET-STARTER,23386AA000,01,02.1997 - 11.1998,,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23712,STATOR ASSEMBLY-ALTERNATOR,23712AA090,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23708,ROTOR ASSEMBLY-ALTERNATOR,23708AA170,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23700,ALTERNATOR ASSEMBLY,23700AA350,01,A2T3739A,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,L/J,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23700,ALTERNATOR ASSEMBLY,23700AA36A,01,MI:A2T3739AC,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,L/A,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23721B,"RADIAL BALL BEARING-ALTERNATOR,B",23721AA040,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23718,FRONT COVER ASSEMBLY-ALTERNATOR,23718AA090,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23797,BUSHING SET-ALTERNATOR,23797AA020,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23721,RADIAL BALL BEARING-ALTERNATOR,23721AA100,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23759A*B,"SCREW SET-ALTERNATOR,A",23759KA040,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,NO.2,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23759A*A,"SCREW SET-ALTERNATOR,A",23759KA030,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,NO.1,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23815,REGULATOR-ALTERNATOR,23815AA090,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23754,BRUSH SET-ALTERNATOR,23754AA010,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23752,PULLEY-ALTERNATOR,23752AA050,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23830,DIODE ASSEMBLY-ALTERNATOR,23830AA170,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23745,NUT-ALTERNATOR,23745AA000,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23755,PULLEY NUT SET-ALTERNATOR,23755AA030,*,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
094,Engine Electrical,ALTERNATOR,23727,REAR COVER ASSEMBLY-ALTERNATOR,23727AA180,01,,EJ18E +MT.EJ20E +GL.EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),22611,UNIT ASSEMBLY-E.G.I.CONTROL,22611AD890,01,02.1997 - 11.1998,MT.EJ25D,K4,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),22611,UNIT ASSEMBLY-E.G.I.CONTROL,22611AD900,01,02.1997 - 11.1998,MT.EJ25D,E5 E9,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),22611,UNIT ASSEMBLY-E.G.I.CONTROL,22611AD910,01,02.1997 - 11.1998,MT.EJ25D,KS,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),22644,UNIT ASSEMBLY-AT AND E.G.I.CONTROL,22644AA350,01,02.1997 - 11.1998,25.MT.EJ25D,,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),023706000,FLANGE NUT,023706000,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
096,Engine Electrical,RELAY & SENSOR (ENGINE),82501C,RELAY ASSEMBLY,82501GA240,01,02.1997 - 11.1998,EJ18E +EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),047406126,TAPPING SCREW-HEXAGON FLANGE HEAD,047406126,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
096,Engine Electrical,RELAY & SENSOR (ENGINE),25232,RELAY,25232AA020,01,02.1997 - 11.1998,EJ18E +EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),25229,RELAY & BRACKET ASSEMBLY,25229AA001,01,02.1997 - 11.1998,EJ18E +EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),Q575006,TAPPING SCREW-HEXAGON HEAD,904575006,01,02.1997 - 11.1998,EJ18E +EJ20E +EJ25D,,EJ18E;EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
096,Engine Electrical,RELAY & SENSOR (ENGINE),22438,IGNITER ASSEMBLY,22438AA043,01,02.1997 - 02.1998,EJ20E +EJ25D,,EJ20E;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
